Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double position,screw position,Profile_Depth,Profile_Width,Profile_Distance,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,498,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double position,screw position,,,,,,,,,,,,,,
WM_1Door Btm Exp,1,,Kitchen,East_Wall,WallMount,BoxtoExp,450,400,600,,,,450,400,600,0,0,20,20,10,50,50,50,,,,,,,,,,,,,,
Back Plank,2,,,,,,440,10,590,0,390,10,,,,,,,,,,,,,,,,,,,,,,,,,
Shelf_H,2,,,,,,410,350,20,20,40,290,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,410,370,20,20,20,580,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,400.5,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,400.5,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,370,600,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,16,20,20,20,50,9.5,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,16,20,20,20,320,9.5,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,590,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,185,590,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,320,590,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,430,382,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,420.5,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,420.5,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_Hole,3,,,,,,5,5,11,11,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_Hole,3,,,,,,5,5,11,11,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,430,10,10,11,380,20,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,382,580,430,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,569,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,320,569,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,11,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,320,11,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,0,10,575,0,380,5,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,448,20,598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,299,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,498,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,carcass_thickness,backplank_thickness,top plank width,screw position,,,,,,,,,,,,,,,,,,
TV unit (2Box) ExptoBox,1,,Kitchen,East_Wall,Simple Box,ExptoBox,500,400,300,,,,500,400,300,20,10,520,50,,,,,,,,,,,,,,,,,,
Back Plank,2,,,,,,490,10,280,10,390,0,,,,,,,,,,,,,,,,,,,,,,,,,
vertical plank 2,2,,,,,,20,370,240,250,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
vertical plank 1,2,,,,,,20,370,240,230,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
top plank exposed,2,,,,,,520,400,20,0,0,280,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,460,370,20,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,185,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,185,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,382,280,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,10,10,280,20,370,0,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,370,280,480,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,185,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,320,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,185,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,320,10,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,460,370,20,20,20,260,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,185,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,185,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,carcass_thickness,backplank_thickness,top plank width,screw position,,,,,,,,,,,,,,,,,,
TV unit (2Box) BoxtoExp,1,,Kitchen,East_Wall,Simple Box,BoxtoExp,500,400,300,,,,500,400,300,20,10,520,50,,,,,,,,,,,,,,,,,,
Back Plank,2,,,,,,490,10,280,0,390,0,,,,,,,,,,,,,,,,,,,,,,,,,
vertical plank 2,2,,,,,,20,370,240,250,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
vertical plank 1,2,,,,,,20,370,240,230,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
top plank exposed,2,,,,,,520,400,20,0,0,280,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,460,370,20,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,185,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,185,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,260,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,370,280,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,1,,,,,,10,10,280,20,358,0,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,370,280,480,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,185,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,320,270,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,185,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,320,10,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,460,370,20,20,20,260,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,185,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,220,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,185,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,240,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,side box depth,Dummy,screw position,,,,,,,,,,,,,,
K_Base_Corner Unit Door(R),1,,Kitchen,North_Wall,Simple Box,BoxtoBox,1250,600,810,,,,1250,600,810,110,600,20,20,10,550,50,50,,,,,,,,,,,,,,
skriting,2,,,,,,600,20,110,550,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
back plank,2,,,,,,1250,10,700,0,590,110,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,1210,570,20,20,20,110,,,,,,,,,,,,,,,,,,,,,,,,,
dummy plank big,2,,,,,,550,20,700,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,1210,570,20,20,20,790,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank,2,,,,,,1210,550,20,20,40,450,,,,,,,,,,,,,,,,,,,,,,,,,
dummy plank small,2,,,,,,50,20,700,550,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,648,20,698,600,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,349,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,598,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,570,810,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,192.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,377.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,520,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,192.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,377.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,520,800,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,570,810,1230,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,192.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,377.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,520,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,192.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,377.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,520,120,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,side box depth,Dummy,screw position,,,,,,,,,,,,,,
K_Base_Corner Unit Door(L),1,,Kitchen,North_Wall,Simple Box,BoxtoBox,1250,600,810,,,,1250,600,810,110,600,20,20,10,550,50,50,,,,,,,,,,,,,,
skriting,2,,,,,,600,20,110,550,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
back plank,2,,,,,,1250,10,700,0,590,110,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,1210,570,20,20,20,110,,,,,,,,,,,,,,,,,,,,,,,,,
dummy plank big,2,,,,,,550,20,700,700,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,1210,570,20,20,20,790,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank,2,,,,,,1210,550,20,20,40,450,,,,,,,,,,,,,,,,,,,,,,,,,
dummy plank small,2,,,,,,50,20,700,650,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,648,20,698,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,349,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,624.5,20,598,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,570,810,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,192.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,377.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,520,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,192.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,377.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,520,800,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,570,810,1230,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,192.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,377.5,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,520,800,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,192.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,377.5,120,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,520,120,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,F_LenX,F_LenY,F_LenZ,F_X,F_Y,F_Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double positiion,screw position,Profile_Depth,Profile_Width,Profile_Distance,,,,,,,,,,,
WM_1D (Btm not Exp),1,,Kitchen,East_Wall,WallMount,BoxtoBox,400,350,600,,,,400,350,600,0,0,20,20,10,50,50,50,,,,,,,,,,,,,,
back plank,2,,,,,,400,10,600,0,340,0,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank H,2,,,,,,360,300,20,20,40,290,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,320,600,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,590,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,160,590,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,270,590,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,20,50,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,20,160,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,20,270,10,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,360,320,20,20,20,580,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,320,580,380,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,50,570,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,290,570,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,0,530,570,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,50,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,160,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,4,0,270,10,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,398,20,598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,0,23.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,0,23.5,35,249.5,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,0,23.5,20,348.5,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,0,23.5,20,498,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,360,320,20,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double position,screw position,Profile_Depth,Profile_Width,Profile_Distance,,,,,,,,,,,
WM_Box_1D (Btm not Exp),1,,Kitchen,East_Wall,WallMount,ExptoExp,400,300,600,,,,400,300,600,0,0,20,20,10,50,50,50,6,17,100,,,,,,,,,,,
back plank,2,,,,,,380,10,600,10,290,0,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank H,2,,,,,,360,250,20,20,40,290,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,282,600,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,50,589,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,220,589,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,10,10,600,20,270,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,50,11,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,220,11,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,360,270,20,20,20,580,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,220,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,220,0,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,282,600,380,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,11,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,220,11,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,10,10,595,0,280,5,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,589,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,220,589,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,398,20,598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,299,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,498,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,360,270,20,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,220,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,220,20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double position,screw position,,,,,,,,,,,,,,
WM_1D (Btm not Exp),1,,Kitchen,East_Wall,WallMount,BoxtoExp,400,400,600,,,,400,400,600,0,0,20,20,10,50,50,50,,,,,,,,,,,,,,
back plank,2,,,,,,390,10,600,0,390,0,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank H,2,,,,,,360,350,20,20,40,300,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,360,370,20,20,20,580,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,350.5,320,0,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,370,580,0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,360,20,50,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,360,20,185,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,360,20,320,10,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,50,570,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,185,570,,,,,,,,,,,,,,,,,,,,,,,,,
Screw_hole,3,,,,,,4,4,20,20,320,570,,,,,,,,,,,,,,,,,,,,,,,,,
right plank,2,,,,,,20,382,600,380,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,589,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,320,589,,,,,,,,,,,,,,,,,,,,,,,,,
slot groove,3,,,,,,10,10,595,0,380,5,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,50,11,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,0,320,11,,,,,,,,,,,,,,,,,,,,,,,,,
bottom plank,2,,,,,,380,370,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,370.5,50,20,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,370.5,320,20,,,,,,,,,,,,,,,,,,,,,,,,,
Door,2,,,,,,398,20,598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,100,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,299,,,,,,,,,,,,,,,,,,,,,,,,,
Hinge_Hole,3,,,,,,35,35,14,23.5,20,498,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity Name,level,Material,Room_Name,Unit_Location,Box_Model,Box_Type,LenX,LenY,LenZ,X,Y,Z,Box_width,Box_depth,Box_height,Skriting,skriting_width,carcass_thickness,door_thickness,backplank_thickness,VB main position,VB double position,screw position,,,,,,,,,,,,,,
WM_1D (Btm not Exp),1,,Kitchen,East_Wall,WallMount,ExptoBox,400,300,600,,,,400,300,600,0,0,20,20,10,50,50,50,,,,,,,,,,,,,,
back plank,2,,,,,,390,10,600,10,290,0,,,,,,,,,,,,,,,,,,,,,,,,,
shelf plank H,2,,,,,,360,250,20,20,40,300,,,,,,,,,,,,,,,,,,,,,,,,,
top plank,2,,,,,,360,270,20,20,20,580,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,50,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Main_Hole,3,,,,,,20,20,16,9.5,220,0,,,,,,,,,,,,,,,,,,,,,,,,,
left plank,2,,,,,,20,282,600,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,50,589,,,,,,,,,,,,,,,,,,,,,,,,,
VB_Double_hole,3,,,,,,5,5,11,20,220,589,,,,,,,,,,,,,,,,,,,,,,,,,
